・このSSは,静・ジョースターの奇妙な日常
純,いいから、ホラ！さっさと作んぞ静ァ……ああめんどい……
双馬,……役割分担、と言ってもだな……静、お前料理の経験は？あるのか？
静,毎日兄さんの作る手料理食べてるから、味見なら自信あるわよ
双馬,……僕は料理の経験を聞いているんだが
億泰,マ！おれが監修してやっからよ。そうキばらずに軽ゥ～く作ってみりゃあいいんじゃあねえか？この、料理人である、億泰様がなァ～～ッ
純,……那由他ちゃんのお父さんって、日本料理専門なんだっけ？カレーって日本料理か？
双馬,……カレーライスは、インドカレーを日本人の好みに合うよう改良されたものらしいが……どうだろうな……
静,料理なんて簡単よ、簡単ンーッ。まずアレでしょう？食材切っちゃえばいいんでしょう？
双馬,！……静、オイ
静,何よ？
双馬,……包丁の持ち方が変だ
静,……
那由他,ど、どうしてそんな方向に刃があるんですか……？お姉さま、危ないですよ？
静,ちょ、ちょっとしたちゃめっ気だよ～～ん！やだなァ～～もう！本気にした？アハハハハ……
双馬,……お前左利きじゃあないだろうが。何で左手で包丁持つんだ
静,……今右手で持ったら文句言ったじゃんか
双馬,持ち方が変だと言っただけだ
静,……。あーもうッ！こんなの切れりゃあいいのよ、切れりゃあさーッ！玉ねぎなんて、こうしてズバーッっと……
双馬,！！ちょ、待――
静,うげェーッ！？……なッ！！どォーしていきなり殴るのよッ双馬ァ――ッ！！？
双馬,お前はアホかッ！？アホなのかーッ！？玉ねぎを皮ごと切ってどうするつもりだ！？皮食うのか？切ってから皮取り除くつもりか？オイッ！
静,え？……皮？
双馬,……
那由他,お、お姉さま……玉ねぎの皮は、食べられないんですよ。剥かないと
静,ウッソ、玉ねぎって剥いても剥いても中身が無いんじゃあないの？食いしん坊のおばけの子ォ～～ッ♪ってさ
那由他,……
双馬,億泰さん、僕コイツとは一生解り合えません
億泰,ま、まあまあまあまあ……。静、オメー料理出来るんじゃあなかったのか？お菓子作れるって仗助から聞いてたけどよー
静,お菓子はね……お菓子は作れるの。淑女の嗜みだって言ってさ、教わったから。……けどさ、実家ではローゼスさん……あ、お孫さんの方ね。ローゼスさんがあたしを厳チーい目で見ててさァ～～ッ。刃物とか持たせてくれなくって……
億泰,つまり……野菜や肉切ったりっていう料理の経験は無いって事かよ？
静,だよッ。こっち来てからは兄さんが料理作ってくれてるし……
純,アハハハハハハハ。静、貴女カレーすらまともに作れないの？くっだらねーッ！
静,……そういうアンタは、純。……料理出来んの？
純,ハア？何で私が料理なんかしなくっちゃなんないの？
静,……
純,腹減ったら弁当買うとかパパに奢ってもらうとか、いろいろ方法あるしィ～～ッ。わざわざメシ作る必要なんか無いっていうか……作れる必要ある？
静,……言ってる事矛盾してるわよ、アンタ……
純,作れなくってもカレーくらい楽勝って話よ。私の頭の良さ知ってんでしょ？成績オール5よ？
双馬,……じゃあ、質問だが……このニンジンはどうやって切る？
純,え？切らなくっても良くない？
双馬,……
那由他,……
純,煮込んだら良い形の大きさになる……んじゃあ、ないの……？アレ？
双馬,圧倒的に経験不足だな……お前ら食材に近づくな
純,なッ！？
静,ら？……え！？あたしも？
双馬,決まってるだろうがッマヌケ！むしろなんで今自分を除外したんだッ
那由他,申し訳ないですけど、あたしの方が料理上手な自信がありますよ？お姉さま……
億泰,まあ、那由他はおれのお手伝いをよくしてくれてるからな～～
静,不公平よッ！そんなの英才教育じゃんッ！
双馬,兄が夕食作る手伝いすりゃあいいだろうが
静,……論破されちゃったわ
純,怖ェー中坊ね……年上をもっと敬ったらどうなの？そんなんじゃあ将来社会出てから人間関係苦労するわよ？
双馬,余計なお世話だ。お前らが尊敬出来ないよーな行動ばかりするからだろ……。へえ、上手いものだな……その年でそこまで包丁を扱えるとは
那由他,パパに教わりましたから♡
億泰,パパは鼻が高いぜ……フフーン
那由他,お兄さまは、玉ねぎを炒めてもらえますか？
双馬,ああ……億泰さん、バーナーの火が安定しないんですけど、もっとポンピングした方がいいんですか？
億泰,あまりしすぎても良くねーぜ。時間が経てば安定するんじゃあねえのか？
静,……なんか、あそこだけキャンプ！って感じね
純,ふ、フン！別にッ肉体労働なんてしたくねェ～～しィ～～ッ……
億泰,おっと、そうだな～～……料理出来ないズ
静,んな不名誉な名前で呼ぶんじゃあねーわよッダボ泰ッ
億泰,オメーらにピッタリの仕事があったぜ……ごはんを炊いてもらおうかッ！
静,ごはん？飯ごう炊さんって事？そんくらいだったら、まあ……包丁持った事は無いけど、炊飯器のスイッチ押した事だったらあるし
億泰,……失敗したらおかゆカレーだぜ？責任重大だ
静,ぐ……
純,ごはんを……炊く？
静,純～～、さすがにそれくらいはわかるでしょ？お米は食べた事あるわよね？純粋な日本人なんだから
純,……レンジはあるの？
静,純、それ違う……米から炊くのよ、ごはんを
純,？？？
億泰,……大丈夫か？コイツ？
静,えーっと……まあ、たぶん……
億泰,まずはだな、米を研いで綺麗に……
静,億泰、この静ちゃんをバカにしすぎよ。たしかに育ちはアメリカだけど、そんくらいわかるっての
億泰,そうか？ちょいと不安でよ～～
純,？
静,純、アンタごはん炊くの初めてなんでしょ？練習がてらにさ、お米洗ってよ
純,洗う？……洗剤は何使うの？
億泰,……
静,……
純,……あ！何その目は？わかってるって……食器用でしょ？これで洗うんでしょ？……アレ？けど食器って……？
