理事長,音ノ木坂を廃校にします
にこ,さすがにそれは無理よ。歌は最低限の練習をして録音、あとはUTXの関係者が音声をミックスして完成版にしてるらしいわ
穂乃果,ミックスって？。な、なるほど～
海未,なにやら話を聞く限りはすごく大変そうですが…そこまでするメリットはあるのでしょうか？。つまり、こういう事ですか？UTXと同じ土俵で対等に戦うためには、あれと同じレベルの楽曲を用意して目立ち、私たちのファンを増やす必要がある、と
にこ,……必ずしも曲、とは言わないわ。とにかく、なんとかしてファンを増やす必要があるのよ。アキバドームのスタンドの半分を埋められるほどにね
希,目立ってファンを増やす方法かぁ…練習風景を撮影してネットに上げてみる？
にこ,やってみてもいいけど、ＵＴＸのインパクトには遠く及ばないわね…
絵里,けど私たちの中に作曲をできる人なんて…
にこ,…地力で劣ってる以上、せめて応援は同レベルにまで高めないと万に一つの勝ちも拾えないわ。応援の圧は相手への有効な攻撃手段の一つ。高校野球ってのは、スタンドまで含めた学校同士の総力戦なんだから
海未,くっ、もし負けてしまったら…。駄目です！！！！
絵里,ひっ！う、海未…いきなり机を叩かないでよ…
にこ,UTXに負けてから定期的に発作が出るわね…怖いっての…
希,穂乃果ちゃんを連れ去られるかもしれないってショックは相当深いみたいやね…
穂乃果,よしよし海未ちゃん、絶対に勝とうね。穂乃果はずっと一緒だからね
海未,穂乃果ぁ…
ことり,海未ちゃん…穂乃果ちゃんの事はことりも同じ気持ちだけど、海未ちゃんの頭の中はたぶん、ちょっと変な妄想になってるんだろうなぁ。覗いてみたいなぁ…
真姫,曲、作れるけど
にこ,は？
真姫,作れるって言ったのよ、あれぐらいの曲
にこ,いやいや…素人の趣味レベルじゃお話にならないわよ？
花陽,私と凛ちゃん、真姫ちゃんの作った曲を聴かせてもらったことがあるんだけど、とっても素敵な曲だったよ
凛,うんうん！歌もピアノも上手だったし、すごく綺麗なメロディーだったにゃー！
真姫,でっしょー？
にこ,うーん…地味な曲じゃダメよ？試合中なんだから盛り上がる曲じゃないと
真姫,楽勝だって言ってるの。JPOPでもレトロでもメタルでも電波でも、どんな曲調だって作ってみせるんだから。この天才マッキーに全て任せなさい？
穂乃果,真姫ちゃんクラシックとかジャズしか聴かないって言ってたのになぁ
凛,うぅ～ん！いい曲だにゃ～！！
真姫,デッショー？
絵里,驚いたわね…まさか土日だけで一曲仕上げてくるなんて
希,クオリティもめっちゃ高いしなぁ、真姫ちゃんってば一体どんな手品を使ったん？
真姫,そんな難しい事はしてないわよ。趣味で作りためてたメロディーが何個かあったから、その中からノリがいいのを選んでプロに依頼して編曲をしてもらっただけ
花陽,ええっ！プロにタノンジャッタノォ！？
真姫,何よ、別に悪い事じゃないでしょ？プロの歌手たちだって編曲は専門の人に任せてるのがほとんどなのよ
花陽,そ、そうじゃなくて…お金かかっちゃったんじゃ…？
真姫,お金？ああ、何万かかかったみたいだけど気にしなくていいわよ。パパが出してくれたから
海未,そんな！それでは真姫のお父様に申し訳ありません！
真姫,いいのよ、うちのパパ無趣味で、お金を持て余してるから。可愛い娘の助けになれて嬉しかったんじゃないかしら
海未,そ、そうなのですか…？
穂乃果,いやー真姫ちゃんお姫様だねえ
にこ,親バカね
真姫,あとは歌詞を付けて声を入れてミックスを依頼して完成だけど、誰か歌詞は書ける？私は無理よ
花陽,歌詞かぁ、私もあんまり得意じゃないなぁ…。んん、絵里ちゃんとかはどう？
絵里,えっ私？ううん、正直、全然自信がないわ…
希,いやー絵里ちには無理やろな
凛,そうにゃそうにゃ。絵里ちゃんなんかに書かせたらきっと校歌みたいな歌詞になっちゃうよ
希,もしくは生徒会のスピーチみたいなんになるのが目に見えてるよね。歌なのに、本日はお日柄も良く～で始まったりとか
絵里,凛～！希～！そんなに言うならあなたたちが書いてみなさい！
凛,り、凛は遠慮しておきます…
希,pipipi！スピリチュアル宇宙との交信！上位次元にアセンションプリーズ！キミの心臓キャトルミューティレーション！こんな歌詞で良ければウチが書くけど？
花陽,心臓抉ラレチャウノォ！？
希,識れ！畏れよ！人類のカルマ浄化の日は近いのだ！光を！もっと光をぉ～！！
凛,きょ、教祖さまぁ！
穂乃果,希様を崇めよ！希様を崇めよ！
真姫,う、胡散臭い！やめてよね！怪しい団体だと思われちゃうでしょ？！
海未,希、教団を立ち上げるなら宗教法人の認可をきちんと取らなければいけませんよ
希,おおう…ガチなアドバイス…
絵里,まったく…ええと、穂乃果とことりはあんまり向いてなさそうよね。残りは…
にこ,しょうがないわね～！ここはぁ～ラブリーにこちゃんを褒め称えつつもスーパープリティーな歌詞をぉ～
海未,ふむ、私で良ければ書いてきてみましょうか？
にこ,ガン無視ぃ！？
ことり,ことりも海未ちゃんが書くのに賛成！きっといい歌詞書いてくれるよ～
希,へぇ、海未ちゃんってそういうの得意なん？
海未,いえ、得意というわけではないのですが…
ことり,うふふ、海未ちゃんはね？なんとポエマーさんなの！
海未,そ、それは昔の話です…恥ずかしいので蒸し返さないでください
穂乃果,と、言いつつも！海未ちゃんの鍵のかかった机の中には詩を書いたノートが何冊も何冊も！今もなお増え続けているんだよねっ！
花陽,あっ、現在進行形なんだ…
絵里,ふふっ、海未がポエム？可愛いところあるのね
海未,穂乃果、何故あなたがそれを知っているのです…？
穂乃果,あっ…か、勝手に見たりしてないよ？海未ちゃんの部屋に行った時に隙あらば針金でピッキングしたりしてないからね！
海未,穂乃果ァ！折檻の時間です覚悟なさい！
穂乃果,ちょ、海未ちゃんごめん！ごめんってば！竹刀はなしだよ！
ことり,ふふっ、竹刀を振り回してる海未ちゃんも叩かれてる穂乃果ちゃんもか～わいいっ♪
花陽,ことりちゃん性癖歪んでるなぁ
真姫,二年組がコント始めちゃったけど、とりあえずポエマー海未に任せるって事でいいのかしら
絵里,そうね、とりあえず一旦ポエマー海未に任せてみましょうか
海未,そっ、そのポエマー海未というのはやめてください！
にこ,ふん、にこにー音頭にすればミリオンセラーも夢じゃなかったのに！
凛,まあネタとしては聞いてみたかったにゃ～
にこ,ケツバットかますわよ
凛,ひいっ！
希,さてさて、曲についてなんとなくまとまったところで。天気もいいし、そろそろ今日からまともに練習再開してかないとやね。と、その前に…絵里ちから大事な話があるんやろ？
穂乃果,大事な話？
絵里,ええ…みんな、ちょっと聞いてくれるかしら
凛,なになに？
にこ,改まってどうしたのよ
絵里,ここ一週間、雨であまり練習ができなかったせいもあるけれど、私たちは野球以外の話をする事が多かったわよね。そんな雰囲気で、全員が意識して避けてきた話題があるわ。何だかわかる？
