レスキネン,マホ、こんなに遅くまで随分と熱心だね
真帆,…………。言いたいことは、分からなくもないわ。でもね紅莉栖。可能性はあくまでも可能性。仮にタイムトラベルという現象の実在に可能性を感じたとして、もしもその土台の上に乗せるものが、大したことのない軽いものであれば、それでもいいでしょう。でも、あなた達の話は、決して軽いと言えるものではなかった。むしろ壮大と言ってもいいくらいにね。そんなあなた達の話を支えるため土台が、“できるかもしれない”程度では、それはあまりにも役不足だとは思わない？
紅莉栖,それは……そうかもしれませんね
鈴羽,えっと、つまりどういうこと、オカリンおじさん？
岡部,俺に聞くな、俺に
紅莉栖,……そうか。私は既に実体験として色々な現象を経験してしまったから、つい見落としがちだったけど……。なるほど確かに。経験した事象だけをただ淡々と並べたところで、土台が弱ければ信用なんて得られるわけもない。先輩の懐疑的な反応は当然のことだった……というわけですね
真帆,ええ、分かってもらえて嬉しいわ
紅莉栖,でも、だとしたらどうすれば？。今の私たちには、“あの出来事”を経験していない先輩にそれでも納得してもらえるような、そんな具体的な判断材料を提出することは……たぶん不可能だわ
岡部,それはつまり、お手上げと言う事か？
鈴羽,そ、それは困るなあ
紅莉栖,ちょっと黙ってて、今考えているから
真帆,うーーーん……
岡部,しかしだ。考えると言っても、何をどう考えるというのだ？そもそも、このブラウニーはあの夏を経験してなどいないのだろう？
紅莉栖,…………
岡部,ならば何をどうしたところで、聞き手からしたら俺たちの話など世迷いごとの与太話でしかない。違うか？
紅莉栖,黙ってろって言ってんのにあんたは……
岡部,ふん。黙って一人で考えて、それで妙案でも浮かべばよいが、これはそんな容易い類の問題ではない。お前が今感じているだろう疎外感のような何かを、俺はもう何度も経験してきたのだからな
紅莉栖,経験……
真帆,……うむむむ
紅莉栖,ねえ岡部。ちなみに聞きたいんだけど
岡部,何だ？
紅莉栖,あんたが他の世界線でフェイリスさんや漆原さんを説得して、送ったDメールを取り消していったっていう話、あれ本当よね？
岡部,無論だ
紅莉栖,その時って、彼女たちをどうやって説得したの？
岡部,ふむ、そうだな。フェイリスやるか子の時は、何かを切欠にして奴らが元いた世界線の記憶を蘇らせてくれた。そのおかげで説得に応じてもらえたのだ。俺は単に、その幸運にすがっていただけに他ならない
紅莉栖,そう。なるほど、思い出す……か
岡部,なんだ？今ここでも、ブラウニーにそんな幸運が訪れる展開を期待してみるつもりか？
紅莉栖,そんな真似、誰がするか。そうじゃなくて……
真帆,何だかもう、信じてあげてもいい気がしてきたわ……どうしよう
紅莉栖,………。……。…。そうか。先輩だって、決して“未経験”なんかじゃないんだ
真帆,……ふえ？
紅莉栖,先輩！
真帆,な、なに？
紅莉栖,ちょっと切り口を変えてみますけど、いいですか？
真帆,え、ええ、構わないわよ。それで紅莉栖は、どう変えたいのかしら？
紅莉栖,１０７問題
真帆,え？
紅莉栖,例の“１０７問題”について、もう一度先輩と話し合ってみたいと考えています
真帆,１０７問題…ですって？。短期間に色々あったせいか、随分と懐かしいワードに聞こえるわね。あ、ああ。そんな話題もあったわね。でも、どうして？確かにこの前のときは、途中でアマデウス達が二人とも退席してしまって、尻切れトンボみたいになってしまったけど……。今ここでその話題を蒸し返すことに、何か意味……が……。ちょっと……待ってよ……？。１０７問題。記憶容量の急激な増加……。そして、アクセス不能な……不可解領域……。………。……。…
