・一日一ストーリー,全部で九つ
希,いてっ…
絵里,真面目にやりなさい！
希,ごめんごめんって、つい興味本位で…
絵里,やっていいことと悪いことがあるでしょ！
希,そうはいうけどえりちすごい気持ちよさそうな顔してたよ？
絵里,…っ気のせいよ！。…そうね、もう仕方ないわ
希,ん？
絵里,今日からワシワシ禁止よ！！！
希,えぇ？！
絵里,異論は絶対に認められないわぁ！。みんなにも言っておくからね、もしやったら…
希,やったら…？
絵里,そうねぇ…まぁ考えておくわ、希が嫌いそうな罰を
希,oh…
絵里,ワシワシ禁頑張ることね
希,えりちのおにいいいい！！！。はぁ……。ワシワシ出来ない…か。ただの遊びやったらいいんやけど……。あえっ…？
穂乃果,っととと！大丈夫？希ちゃん？
希,あぁ…ごめん穂乃果ちゃん…
穂乃果,どうしたの？元気ないね、穂乃果に出来ることならなんでもしてあげるよ！
希,んー…なんでもかぁ…。じゃあワシワシさせて？
穂乃果,え……
希,ごめんえりち！
穂乃果,んあっ…
希,っいった～…
絵里,まったく…希といったらこうよね…
希,ありゃりゃ…見つかってしまった…
絵里,罰としてジュース奢りね？μ’sのみんな分
希,ちょっ…えりちそれはないって…
絵里,むしろ勝手に胸揉んで約１０００円で済むならまだマシでしょ、普通に見て犯罪なのよそれ？
希,はぁ…仕方ないなぁ…
穂乃果,…あれ？希ちゃんもう終わり？
希,え？
穂乃果,…あっ！なんでもない！なんでも！。わ、私いくね！それじゃあ！
絵里,ほら穂乃果が怯えてたじゃない
希,え？あれ怯えてたん？
絵里,当たり前でしょ、セクハラする先輩をもって穂乃果たちも不幸ね
希,そこまで言わんでも……
絵里,そう思うのならワシワシはやめることね
希,もう…酷いなぁ…。ウチの寿命縮めたいん…？
絵里,え？何かいったかしら？
希,何もいってへんよ、じゃあウチらもそろそろいこうか
絵里,ええ
希,……はぁ
海未,今日のダンスレッスンはここで終了です、お疲れ様でした！
穂乃果,お疲れ様！
希,おつかれ～
凛,希ちゃーん！
希,んー？どうしたん？
凛,今から真姫ちゃんと噂のデザート食べに行くんだけど行かない？
希,おっいいね！いくいく！
凛,じゃあ三人でいこ！真姫ちゃん早く！
真姫,はいはい、ごめんなさいね大丈夫だった？
希,全然いいよ、今日バイトもないし暇やから
凛,それじゃいっくにゃー！
希,真姫ちゃんなにそれ…
真姫,パフェじゃない、別におかしいところはないでしょ？
希,いや大きすぎやない…。凛ちゃんはカップアイスだし差がすごい…
真姫,そういえば聞いたわよ、ワシワシ禁止されたんだって？
希,そうなんよ…とうとう咎められたかって感じや…
凛,希ちゃんはそんなことして何か得するの？
希,えっ……
真姫,そんなの聞かなくても分かるでしょ、希にそういう趣味があるってだけで…
希,いやあるにはあるんよ？得
凛,え？なになに言ってみて！
希,いやそれは秘密というか…
真姫,どうせやらしいこと考えてるんでしょ？
希,残念ながらハズレやね
凛,えー…教えてよ～…
希,ワシワシさせてくれたらいいよ？
真姫,禁止されてるのになんでやるのよ！
凛,いや…それは…いやでも…
真姫,凛は凛で何迷ってるのよ！
凛,…っやめとくよ
希,そっか、分かったよ。でもちゃんと意味はあるんやから誤解しないでな？
真姫,胸揉むのに意味って何よ…
希,まぁまぁ……。あ、ウチも食べないとね。っ？！！？
真姫,ん？どうしたの？口抑えて
希,んー！んんっ！んっんん！
真姫,はい？
希,これまさかキャラメル入ってる…？
凛,当たり前だよ！ここはキャラメルを使ったデザート屋さんだもん！
希,はぁ…これ凛ちゃんにあげるよ、ウチキャラメルが大の苦手なんよ…。見たくもない…
真姫,なにそれ…キャラメルにどんな思いがあるのよ…
凛,ホントにいいの？お金とか返せないけど…
希,うん、大丈夫だよ。ごめん、キャラメルで気分悪くなったから先帰るね。また明日！
凛,うん！また明日！
真姫,また明日。…キャラメルで気分悪くして帰るってどんなことされたらキャラメルにそんな嫌悪感わくのかしらね…
凛,確かに言われてみれば…でも想像つかないや…
真姫,謎ね
凛,謎にゃ
希,おはよう！
絵里,おはよう希、朝から元気ね
希,ん？そうかな？
絵里,ええ充分すぎるくらい
希,まぁ気合いれないといけんからね！。ワシワシ出来ないから尚更…
絵里,そ、そう…まぁ良いことだと思うわ
希,………
絵里,どうしたの？私に何かついてる？
希,あぁ揉みたい…えりちのその柔らかな胸を揉みたい……。………っ！
絵里,希？
希,な、なんでもない！早くいこ！
絵里,あ、待て！
希,我慢我慢…決まりやぶって友情壊すようなことしちゃダメやもんな…。………
絵里,希、おーいのぞみー？
希,……ん？どうしたんえりち
絵里,こっちのセリフよどうしたのよそんなボケーっとして
希,んー邪念を出さないように無心でいようかと
絵里,はぁ？何の話？
希,こっちの話、えりちには関係ないから気にしなくていいよ
絵里,はぁ…何なのよまったく…
希,揉みたいなんて考えたら我慢出来なくなるなんて言えないし…
穂乃果,はい！頼まれてた漫画持ってきたよ！
海未,ありがとうございます。っ…あんまり見たくないですが歌詞のためです、頑張ります
希,？！？！？！
絵里,！？
希,穂乃果ちゃん今すぐそれしまって！！！
穂乃果,え？ど、どうして
希,いいから！！
穂乃果,う、うん…
希,はぁ…。また寿命縮むとこやった…
絵里,どうしたのよ、急に
希,だってあの本……。百合やん……
穂乃果,え？希ちゃんってもしかしてこういうが嫌いなの？
希,一冊でも読んだら死んじゃうかもしれないね
海未,そ、そんな大げさな…
希,とにかくウチの前では百合本読まんといて、寿命短くなるから
絵里,何、寿命短くなるって
希,あっ…。ひょ、表現の問題や！
絵里,そ、そう…
希,大丈夫なんかなぁ…こんなんで…。おはようえりち
絵里,おはよ…ってなんか雰囲気変わった…？
希,ん？そうかなぁ？
絵里,なんていうか…すごい暗いオーラを感じるんだけど…
希,えりちってそんなの信じるん？
絵里,いやホントにそうなのよ…ん？そんなのって希が大好きなオカルト系じゃない、何か嫌な事でもあった？
希,うーん…まぁあるにあるけど気にしないで。揉めなくなったからなんて言えないし…
絵里,え、ええ…でも何かあったら言いなさいよ？
希,もちろんや
凛,おーい！希ちゃーん！絵里ちゃーん！
希,お、凛ちゃんおはよう
絵里,おはよう凛
凛,おはようにゃ！
真姫,待ちなさいって…
花陽,待って…
凛,あ、ごめんごめん…
希,おはよう、二人とも
真姫,おは……？
絵里,ん？どうかした？
真姫,希雰囲気変わった？
希,ええー真姫ちゃんもそういうこというん？
花陽,あ、私もそう思ってた…
凛,あー確かに変わってるような？
希,えぇ…ウチそんな変わったんかな…。胸が揉めないと二日で変わるんか…。多分気のせいやない？
真姫,いや…もう黒いオーラが出てるんだけど…
花陽,……うん、私もそう見える
希,そんなこと言われても…。誰かの胸揉まないとなぁ…でも街中にいる人の揉んだら確実に捕まるし…。どうしよ…
花陽,あ、ちょっと待って…
凛,うん！
