喜多見柚,とやっ。と、っとっと
加蓮,んー、いや、制服で事務仕事ってホント落ち着かないし、営業に出る時なんかはスーツじゃないと。ごめんね？
柚,むー。……でもいいや。今、こうやって制服の加蓮サンと歩いてるもんねっ
加蓮,それって何か違うの？
柚,違う違う、ぜんぜん違うよ！いつもは加蓮サン、プロデューサーって感じだもん。でも今は同じ高校生って感じ！。クラスメイトとかー、部活仲間とか！そんな気がするっ。それがすっごくいいんだ。なんでか分かんないけど、すごくいい！。あっでもプロデューサーサンの加蓮サンもすごくいいよ！
加蓮,ありがとっ。アタシも、なんだかこうしてると柚と一緒に学校の廊下を歩いてる気分になれるよ
柚,でしょでしょ！
加蓮,ただ歩いてるだけなのに、不思議だねー
柚,うんうんっ。そうだ！今度さ、アタシの学校の参観日に来ない？加蓮サンならきっと大丈夫っ
加蓮,私が行くのー？
柚,あ、でも加蓮サンが学校に来たらパニックになっちゃうかも。加蓮サン有名人だしー、こん前テレビにも出てた！
加蓮,ああ、あれね……。今が旬のプロデューサーに聞く！って。私はいいから柚を特集してって何度言っても聞いてくれないのよね……
柚,アタシの友達も見たって。会いたいって言ってたよ！……はっ。もしやアタシのライバルは加蓮サン！？
加蓮,アタシが？
柚,ぐ、ぐぬぬ～っ。アタシの方がいっぱい注目されてるもんね！……たぶん！。ねねっ、今度、アタシの学校に遊びに来てよ！バド部のみんなも紹介するからっ。だめ？
加蓮,も～…………時間があったらね……
柚,やったっ。連絡しとこっ
加蓮,…………
柚,あ、あれ？
加蓮,あのね……柚もだし、私も忙しいの。だから今連絡されてもすぐには――
柚,…………
加蓮,……………もぉ………。……近い内に時間を取ってあげるから。今すぐっていうのはホントに難しいの。お願い、分かってよ
柚,……あいあいさー！じゃあアタシ、楽しみにしとくっ
加蓮,うん。あ……見えて来たよ、プロダクション
柚,えー、もう？
加蓮,残念そうだね
柚,だって、加蓮サンと歩く時間が終わっちゃっうもん。ちょっぴり残念っ
加蓮,…………。……私、基本的にあの時間にあそこを歩いてるから。一緒に歩きたかったら時間を合わせなさい
柚,！ホント！？いいの！？じゃあアタシっホームルーム終わったらすぐ行く！そんで加蓮サンを待ち伏せするんだっ。こう、わっ！ってびっくりさせて～、それからそれから……へへっ♪
加蓮,…………。にへへにへへと笑い出す挙動不審少女を引っ張りながら、事務所へと入る。スーツに着替えたら、もう学生気分は終わり。ここからの私はプロデューサーだ。じゃ、行ってきます
柚,行ってらっしゃーい！アタシもレッスン行ってくるねっ
Ｐ,２人とも気をつけるんだぞ。……さて、俺もっと
加蓮,柚はいろんなお仕事をしている。本当にいろんなお仕事をしている。誰とでも仲良くなれる人懐っこさと、ちょっと失敗したくらいじゃ引っ込まない笑顔は、どこへ行っても重宝された。たまにレッスンを見に行けば、やっぱりまだ失敗することは多くて目が離せなくなる。でも、同時に大丈夫だと思える信頼もあった。……ただ、１つだけ。どうしても、気になることがあった。これは、私が事務仕事に没頭していて、柚はオフだけど事務所に遊びに来ていた日の出来事
柚,…………
加蓮,…………。あ、Ｐさん、メール……こっちのじゃないみたい。そっちで見てもらえる？
Ｐ,おーう。ああ、これ俺のだわ……っと、そういえば加蓮。前に出してきた企画書のチェック終わったぞ
加蓮,どうだった？行けそう？
Ｐ,要確認。大筋はいいけど細かいとこが変になってる
加蓮,げ、マジ……？何度も見たのに
柚,…………
Ｐ,最初はそんなもんさ。修正したらまた見ておくから
加蓮,もう最初じゃないよ。……難しいなぁ。勉強だけでどうにかなる物じゃないね、これ
Ｐ,実践あるのみだな
柚,…………
加蓮,あ、Ｐさんからの宿題も提出しといたけど、変なとこなかった？
Ｐ,ん、そっちは返信済み……いけね、未送信ＢＯＸに入れたまんまだったわ。そっちはだいたい問題なかったぞ。もう事務仕事は任せても大丈夫そうだな
加蓮,そっか。よかった。でもチェックだけはしてよ？変な契約とかしたら柚にも迷惑かけるんだし
Ｐ,もちろん。忙しい時でも、それは加蓮を優先するよ
加蓮,ありがと。……っていうかＰさん、相変わらず事務とか営業の仕事しかしないんだね。担当アイドルつけたりしないんだ
Ｐ,俺にとっては今でも加蓮が唯一無二の担当さ
加蓮,私はプロデューサーでーす。Ｐさんがいつ女の子をスカウトしてくるかなーって、実はちょっぴり楽しみにしてるんだけど
Ｐ,はは。実は加蓮の上司ってのがちょっと楽しくて。今の俺はこれが性に合っているっていうか。上からはいいから誰か担当をつけろってうるさいんだがな
加蓮,……言っとくけど柚は渡さないよ？
Ｐ,まだ何も言ってねえ。加蓮はどうなんだ？もしアイドルに……待て、今のはナシだ。大人しくしてろ。いいか、大人しくしてろよ！余計なこと考えるんじゃないぞ！？今は自分の身体のことを優先してから――
加蓮,こっちこそまだ何も言ってないよ
Ｐ,ああやっぱり加蓮にはここで大人してもらった方がいいか、次の外回りは、
加蓮,無茶しない範囲で許してくれたのＰさんでしょ……。それに今は柚のプロデュースをしたいんだって。アイドルに復帰しようなんて――。……復帰するのは……病気がもしも治って、それから柚のプロデュースが終わってから！そんなのずっと先のことだよ……今すぐ復帰したいなんて思ってないから！
Ｐ,はっ。そ、そうか。そうだったな
