子供たちは口をそろえて言う。,将来は、あの組に入るんだ
親潮,陽炎組に協力していただけるのであれば、もしもの時には共に戦うこともできますし、もしかしたら白露組も避けるかもしれません
神風,……そうね。――みんなはどう思う？
朝風,心外だわね。私たちが白露組に後れを取るって、そういいたいの？
親潮,い、いえっ！そういうことでは……
春風,私は、なるべくであれば争いは避けたいところではありますが……。組長の選択に従います
松風,ボクも、組長が戦えというなら戦うし、協力しろというなら協力してもいいかな
旗風,私も、春風姉さんと同意見です
神風,そう……
親潮,……神風さん、悪い話ではないと思うのですが
神風,――……決めたわ
親潮,……っ！それで、お答えは……？
神風,えぇ、私たち神風組は――
陽炎,――断られた？それは本当なの、親潮？
親潮,大変申し訳ありません。私の力不足で……
秋雲,く、組長っ！親潮の姉貴は悪くなんてありませんでした！ただ、神風組にその意思なかったってだけで――っ
陽炎,あー、大丈夫よ秋雲。別に怒ってるわけじゃないし、なんかそんな感じしたのよね
秋雲,へっ？
親潮,そ、そんな感じというと……？
陽炎,神風組は……なんていうか保守的なの。この段階じゃ、まだ動かないのもしょうがないと思うわ
親潮,なるほど……
陽炎,とにかく、二人ともご苦労だったわね。ゆっくり休みなさい
親潮,わかりました。失礼します……
黒潮,――せやかて、これはちぃ～とばかしマズいんやないか？
陽炎,そうね……。ただ、暁組の近くには夕雲組と綾波組がシマを持っているわ。まだ接触してる話は聞かないし、この二つの組に注意しておきましょう
初風,……じゃあ、神風組のほうはどうしますか？
陽炎,まぁ、白露組の動き次第ね。神風組の方から仕掛けてくることは無いでしょうし。……もし、白露組が神風組を狙うような動きを見せたら、私たちも動きましょう。恩を売っておいて悪い事は無いわ
初風,わかりました。そう手配します
陽炎,……なにもないのが一番だけど、難しいものね
不知火,そうですね
黒潮,――まぁ、お二人さんはこの陽炎組の柱や。だから堂々としててもらわんと困るでぇ。……めんどうなことは、うちらにまかしとき
陽炎,……えぇ、わかってるわ。優秀な組員ばかりだもの。……だからせめて、追い風が吹いてくれるように祈りましょうか――
鹿島,――ふぅ……
彼女の名前は,鹿島
鹿島,はい、それではみなさん、準備は出来ましたか？。――うっ……。はぁ……、模範となるべき私がこんなんじゃ……。普段からもっとしっかりしておけば……。……よしっ！。…………っ。――ぷはぁ！。はい、常に持ち歩くようにしてますね！栄養も取れますし、なによりマズいってイメージがあったんですけど、これはおいしいんですよ！
モブ上A,――ヒマだなぁ……
モブ上B,いやいやー、ヒマなのはいいことじゃないっすか先輩！
モブ上A,まぁそうなんだけどよ。毎日毎日、こうやってパチソコスロットに金を突っ込むやつらを、監視カメラで見てるだけってのは飽きるぜ
モブ上B,まぁまぁ……。――そんなことより先輩。この後イイ所行きましょうよ～
モブ上A,あぁ？ったくお前は……。え？あいよ……――。――なっ！！？あ、あいつはまさか……！！
雪風,打ちますっ！打ちますっ！
天津風,……別にそんな掛け声はいらないのよ。ひねってればいいの
雪風,でも、それじゃつまんないですっ！
天津風,つまんないって言ったって……。雪風、理解してるの？
雪風,わかんないですっ！
天津風,そう……。まぁいいわ
モブ上A,――あ、あれはッ！！最近このあたりのパチ屋を荒らしまわってるっていう……！！
モブ上B,た、たしか陽炎組っていうところのやつなんでしたっけ？
モブ上A,……なんていう勢いだ……！おい、あの台の確率さげろっ！
モブ上B,りょ、了解っす！
雪風,これ、壊れてます！7しか揃わないです！
天津風,そう。でも、それはいい壊れ方だから安心していいわ
モブ上A,ど、どうなってるっ！？
モブ上B,そ、そんな……！？なんで……
モブ上A,……クソッ！！
モブ上B,先輩っ！
モブ上A,――お、おいっ！
雪風,へっ？
天津風,――あぁ、大丈夫よ。雪風はそのままで。この店の人かしら？何のよう？
モブ上A,お、お前たち、噂は聞いてるぞ……！
天津風,へぇ……。だからどうしようって？
モブ上A,こ、こんなのイカサマだ！
天津風,やだ、言いがかりもいいところね。じゃあ、他の台に移ればいいのかしら？
モブ上A,ふ、ふざけるなっ！！テメェら――
天津風,ふざけてるのはどっち？……その頭、風通し良くしてあげましょうか？
モブ上A,うっ……
天津風,黙ってみてなさい。あんたにできるのはそれだけよ
モブ上A,く、クソォ……！
雪風,お菓子がおいしいです！
天津風,なんかいっぱい貰えてよかったわね。……さて、それじゃ次はあの店に行こうかしら
雪風,でも、雪風は遊んでていいのでしょうか……
天津風,いいじゃない。これでいいって組長に――。――言われて……るんだし……
雪風,あれ？この声って……
天津風,……マズいわね。……島風……！
島風,やっと見つけたよ、天津風！情報通りだったね
天津風,情報……？。――何度も言ってるけど、あんたと勝負する気はないわよ
島風,なんて言って！島風からは逃げられないよ！
天津風,……雪風、行くわよ
雪風,……えっ――
天津風,逃げるわ！
雪風,わわっ！
島風,…………ッ！！
天津風,……なんとか、逃げきれたり――
島風,――おっそーい！
天津風,って、そりゃそうよねっ！。雪風！A作戦よ！
雪風,A作戦っ？えーっと、A作戦は……
天津風,――あぁもう、息止めてなさい！
島風,――っ！！ゲホッ……ゲホッ……！。――ふ、二人はっ！？。あーっ、逃げられたー！
