Turn1,愛神が生まれた日
カレン,いつもお面を被ってるんじゃないかってくらい、ムスっとしてるのに・・・こんな顔も出来るんだ・・・
アーニャ,ﾝｯ・・・ﾌﾌ！・・・ッ
藤堂,・・・
カレン,あ・・・いつものｷﾘｯとした顔に戻った
ニーナ,あの・・・カレン？いま思ってた事・・・間違えて口に出さなかった？
カレン,・・・・―ッ！？。う、うわぁぁぁぁぁ！！。ごごごごめんなさい！
アーニャ,ﾌﾞﾌｯ！・・・ﾝ・・・ｺﾎｯ！ｺﾎｯ！・・・ﾝ！ﾝﾝ！
カレン,アーニャ！噴き出したの誤魔化してないで助けなさいよぉーッ！
ニーナ,アーニャがこんな笑い方するの初めて見た。藤堂先生が笑いのツボなのかな
藤堂,気にするな。道を間違える事もまた若者の特権だ
カレン,うわぁ・・・。心なしか、いつもより険しい顔してる
アーニャ,・・・
ニーナ,・・・
藤堂,・・・
カレン,き、気まずい・・・目的地に着くまで、ずっとこんななの！？
ニーナ,・・・
藤堂,・・・
アーニャ,・・・
カレン,誰かあたしを楽にして・・・
―ケース３：コーネリア先生の車,コーネリア、ユフィ、ナナリー
コーネリア,そういえば、すっかり忘れていたが父上は元気か？
ナナリー,はい。元気がありすぎて困ってるくらいです
ユーフェミア,ふふふ。お父さまらしいですね
コーネリア,マリアンヌ様はまだ帰ってこないのか？
ナナリー,はい・・・
ユーフェミア,ブリタニアVs黒の騎士団ってゲームを極めるためにゲームセンターめぐりの旅に出たんでしたっけ？
ナナリー,そうです。最後に連絡があった時、カゴシマに居ると言っていました
コーネリア,ゲーマーな上に落ち着きがない方だったからな・・・
ユーフェミア,シュナイゼル兄さまやクロヴィス兄さまはどうしているのかしら？
コーネリア,シュナイゼル兄上はダモクレス製薬の社長になっただろう？
ナナリー,たまにニュースに出てきますよね
コーネリア,クロヴィスは画家になると家を出て、それっきり行方知らずらしいな・・・
ユーフェミア,お父さまの放浪癖が遺伝してしまったのですね
コーネリア,かもな。まぁ、クロヴィスだしどうでもいいが
ユーフェミア,そうですね
ナナリー,はい
―ケース４：千葉先生の車,千葉、ミレイ、シャーリー、C.C.
ミレイ,それでぇ、藤堂先生との仲は進みましたか？
千葉,なっ！何故藤堂先生が出てくる！？
シャーリー,千葉先生が藤堂先生を好きなことくらい皆知ってますよ？
千葉,そうなのか！？その、と、藤堂先生もそのことを知っているのか？
C.C.,知らないのは藤堂くらいじゃないか？
千葉,やはりか・・・。あの人は全然私の気持ちに気づいてくれないんだ・・・って、先生を呼び捨てにするな！C.C.！
C.C.,はいはい
ミレイ,藤堂先生のどういう所が好きなんですか？
千葉,そ、それはだな・・・背中で語れる男な所かな・・・
C.C.,ものは言いようだな
ミレイ,今日、藤堂先生に思いっきりアプローチしましょうよ！
千葉,そんな恥ずかしいこと出来るか！
シャーリー,でも、藤堂先生相手だと受け身じゃ何も進展なさそうですよ？
千葉,た、確かに・・・
ミレイ,千葉先生なら大丈夫ですよ！頑張ってください！
シャーリー,私、応援してますから！
C.C.,私も応援してやるよ
ミレイ,じゃ、千葉先生と藤堂先生をくっつける為に作戦会議といこー！
シャーリー・C.C.,おー！
千葉,お前たち・・・。私は良い生徒を持ったなぁ
ミレイ,こんな面白い事、見逃せないもんね！
C.C.,からかうネタに出来そうだ。ふふ
シャーリー,もし千葉先生がうまくいったら、私もルルと・・・
―ケース５：咲世子さんの車,咲世子、玉城、リヴァル
玉城,でよぉ！その時オレは言ってやったんだよ！次オレとやるときは１００人くらいでかかってるんだな！ってな！
リヴァル,へ、へぇ・・・。玉城先生って強いんすね
玉城,そうだよ。オレは何でも出来る男だからな！アッシュフォード学園で一番出来る男って理事長から評価を貰ってんだぜ！
リヴァル,まじすか？
玉城,おうよ！その気になれば学園長にもなれるんだけどよ。オレは用務員ってポジションが好きだからあえてそこに収まってんだよ！
リヴァル,すごいっすね
玉城,ははは！まぁな！学園の要望用紙にオレの銅像を建てようって話があったりオレに校歌を作らせようって話も出ていたそうだぜ！
リヴァル,へぇ・・・
咲世子,失礼ですが、ご質問よろしいでしょうか？
玉城,なに？何でも聞いていいよ？何でも答られっからよ！
咲世子,そんな凄い方なのに、何故今日クルマを出して頂けなかったのですか？
玉城,・・・そ、それはな
咲世子,はい
玉城,その・・・なんだ？筆記に受からねぇんだよ。自動車免許・・・
リヴァル,お、オレでもノー勉にも関わらず一発で筆記受かったのに・・・
咲世子,そうですか
玉城,・・・もう７年も試験受けてるのによぉ・・・ｸﾞｽｯ
リヴァル,変なスイッチはいっちゃったな・・・
ルルーシュ,ようやく着いたな・・・
ダールトン,やぁ、着いたか
シャーリー,あ、教頭先生
アーニャ,彼がミカン農園とペンションを経営しているジェレミア
ジェレミア,ようこそ。お初にお目にかかります。私がここの責任者であるオレンジ・ゴットバルトです
ルルーシュ,オレンジ・・・さんですか？アーニャの言うジェレミアというのは？
アーニャ,彼の本名はオレンジ。でも果物と人物名が似たようなもので紛らわしいから私がジェレミアというあだ名をつけた
ジェレミア,ははは。オレンジは私で育てている果物はミカンなので全く紛らわしくないのですがね。アーニャがどうしてもというのでニックネームとして受け入れました
アーニャ,私にとってオレンジとミカンは同じようなモノ。紛らわしい
ルルーシュ,なるほど・・・
ジェレミア,まずはペンションにお荷物を置いてくるといいでしょう。アーニャ、案内して差し上げるんだ
ルルーシュ,どうも
ミレイ,アーニャ、案内よろしくね！
アーニャ,うん。みんな、こっち来て。私たちが使える部屋は会長に頼まれた通り小部屋が４部屋、大部屋が2部屋。小部屋は2人用、大部屋は４人用
ミレイ,ありがと、アーニャ！
ルルーシュ,部屋の振り分けはどうするんですか？
ミレイ,ふふ！男の子は小部屋に一人ずつ入る事が決まっています！まずクジ引いて誰がどの部屋に入るか決めましょ！
ルルーシュ,会長！？それって・・・
リヴァル,もしかして小部屋は男女二人きりになるってことすか！？
ミレイ,そうよん！次に女性陣でくじ引きをして小部屋に入る人と大部屋に入る人を決めます！OK？
